ACCEL_XOUT_H,ACCEL_YOUT_H,ACCEL_ZOUT_H,GYRO_XOUT_H,GYRO_YOUT_H,GYRO_ZOUT_H,FLEX1,FLEX2,FLEX3,FLEX4,FLEX5,CHECKSUM,target
3620,16080,6392,-391,-308,-147,230,244,234,197,181,26332,H
3864,15716,6556,-332,-105,-89,230,244,234,197,181,26696,H
3924,15436,6292,-279,-27,-215,230,244,234,197,181,26217,H
3952,15672,6344,-365,20,-22,230,244,234,197,181,26687,H
3764,15828,6600,-262,126,-242,230,244,234,197,181,26900,H
3904,15628,6632,-329,31,-107,230,244,234,197,181,26845,H
3824,15812,6480,-337,86,-97,230,244,234,197,181,26854,H
4084,15660,6528,-358,28,-174,230,244,234,197,181,26854,H
4036,15708,6512,-347,10,-179,230,244,234,197,181,26826,H
4120,15488,6360,-327,57,-62,230,244,234,197,181,26722,H
4128,15512,6488,-427,-134,-101,230,244,234,197,181,26552,H
4000,15756,6560,-602,-164,-446,230,244,234,197,181,26190,H
4336,15740,6696,-554,-4,-8,230,244,234,198,181,27293,H
4124,15480,6372,178,130,-651,230,244,234,197,181,26719,H
4188,15660,5984,92,-349,-1102,230,244,234,194,181,25556,H
2840,16116,6432,-84,449,-568,230,244,234,194,181,26268,H
2960,15892,6060,-233,324,121,230,244,234,194,181,26207,H
3148,15836,6132,-427,45,11,230,244,234,194,181,25828,H
3332,15912,6116,-397,-95,-65,230,244,234,194,181,25886,H
3256,15928,6100,-345,24,-61,230,244,234,194,181,25985,H
3176,15948,5892,-392,-54,-103,230,244,234,194,181,25550,H
3176,15864,6176,-338,155,-224,230,244,234,194,181,25892,H
3112,15768,6148,-494,-37,-236,230,244,234,194,181,25344,H
3096,15876,6088,-426,-152,-145,230,244,234,194,181,25420,H
2888,16056,6200,-417,39,-16,230,244,234,194,181,25833,H
3144,15952,6144,-447,75,-51,230,244,234,194,181,25900,H
3080,15636,6284,-764,-98,-282,230,244,234,194,181,24939,H
2940,15972,6404,-426,-82,-168,230,244,234,194,181,25723,H
3060,15664,6892,-469,-451,-306,230,244,234,194,181,25473,H
2948,15516,6516,-389,-51,-130,230,244,234,194,181,25493,H
3036,15656,6428,-278,83,-89,230,244,234,194,181,25919,H
3124,15584,6336,-260,29,-144,230,244,234,194,181,25752,H
3088,15908,6168,-233,70,-104,230,244,234,194,181,25980,H
3112,15768,6300,-199,149,4,230,244,234,194,181,26217,H
3140,15612,6492,-211,129,-18,230,244,234,194,181,26227,H
3148,15984,6448,-549,-113,-247,230,244,234,194,181,25754,H
3184,15712,6584,-276,-163,0,230,244,234,194,181,26124,H
3360,15844,6468,-515,-160,-173,230,244,234,194,181,25907,H
3096,15788,6520,-293,96,-502,230,244,234,194,181,25788,H
2944,15716,6464,-301,122,-423,230,244,234,194,181,25605,H
2776,15748,6528,-509,-117,-180,230,244,234,195,181,25330,H
2972,15636,6488,-278,135,47,230,244,234,195,181,26084,H
2980,15804,6512,-293,98,-215,230,244,234,195,181,25970,H
3012,15720,6576,-275,52,-57,230,244,234,195,181,26112,H
2996,16016,6472,-339,43,-179,230,244,234,195,181,26093,H
3120,15892,6472,-368,-40,-100,230,244,234,195,181,26060,H
2984,15840,6432,-363,-2,-210,230,244,234,195,181,25765,H
3108,15768,6440,-371,-17,-120,230,244,234,195,181,25892,H
3128,15768,6580,-300,112,-34,230,244,234,195,181,26338,H
3148,15632,6732,-363,-141,-109,230,244,234,195,181,25983,H
3024,15704,6904,-314,77,-180,230,244,234,195,181,26299,H
3324,15748,6576,-340,22,-87,230,244,234,195,181,26327,H
3252,15648,6840,-352,116,-164,230,244,234,195,181,26424,H
3192,15712,6684,-356,-12,-47,230,244,234,195,181,26257,H
3160,15632,6692,-400,26,-229,230,244,234,195,181,25965,H
3308,15524,6616,-375,-79,-178,230,244,234,195,181,25900,H
3248,15728,6676,-349,14,-159,230,244,234,195,181,26242,H
3112,15664,6576,-379,10,-48,230,244,234,195,181,26019,H
3084,15832,6764,-413,-92,-148,230,244,234,195,181,26111,H
3420,15496,6500,-335,-25,94,230,244,234,195,181,26234,H
3096,15464,6740,-382,-35,-17,230,244,234,195,181,25950,H
3344,15644,6408,-397,28,-151,230,244,234,195,181,25960,H
3348,15648,6396,-246,32,-170,230,244,234,195,181,26092,H
3056,15608,6824,-250,109,-79,230,244,234,195,181,26352,H
3288,15640,6556,-269,144,-148,230,244,234,195,181,26295,H
3076,15796,6848,-377,-52,-127,230,244,234,195,181,26248,H
3144,15696,6828,-428,35,-121,230,244,234,195,181,26238,H
3284,15468,6736,-231,204,-60,230,244,234,195,181,26485,H
3228,15620,6748,-420,-184,-127,230,244,234,195,181,25949,H
3316,15788,6828,-399,112,-115,230,244,234,195,181,26614,H
3072,15584,6664,-346,-245,-125,230,244,234,195,181,25688,H
3244,15752,6764,-356,-34,-183,230,244,234,195,181,26271,H
3304,15652,6792,-357,-4,-110,230,244,234,195,181,26361,H
3220,15740,6776,-373,-113,-119,230,244,234,195,181,26215,H
3372,15856,6860,-300,75,-120,230,244,234,195,181,26827,H
3540,15612,6868,-433,-131,-141,230,244,234,195,181,26399,H
3396,15752,6624,-410,-16,-208,230,244,234,195,181,26222,H
3440,15592,6708,-387,36,-204,230,244,234,195,181,26269,H
3208,15584,6880,-332,-69,-109,230,244,234,195,181,26246,H
3440,15636,6852,-308,58,-159,230,244,234,195,181,26603,H
3480,15504,6732,-382,-23,-148,230,244,234,195,181,26247,H
3420,15724,6824,-317,-101,-97,230,244,234,195,181,26537,H
3340,15508,6828,-402,-31,-165,230,244,234,195,181,26162,H
3548,15620,7088,-355,-6,-77,230,244,234,195,181,26902,H
3464,15532,6988,-346,-27,-125,230,244,234,195,181,26570,H
3528,15552,6736,-404,-75,-190,230,244,234,195,181,26231,H
3528,15604,6880,-274,58,-16,230,244,234,195,181,26864,H
3436,15520,7112,-220,202,-32,230,244,234,195,181,27102,H
3508,15840,6840,-358,30,-26,230,244,234,195,181,26918,H
3504,15516,6624,-395,45,-139,230,244,234,195,181,26239,H
3456,15600,7148,-393,2,-157,230,244,234,195,181,26740,H
3488,15656,6824,-361,40,-117,230,244,234,195,181,26614,H
3448,15508,6932,-330,37,-160,230,244,234,195,181,26519,H
3416,15484,6892,-364,-255,-144,230,244,234,195,181,26113,H
3480,15496,6772,-397,42,-155,230,244,234,195,181,26322,H
3580,15572,6964,-371,-40,-108,230,244,234,195,181,26681,H
3452,15608,6980,-428,-41,-155,230,244,234,195,181,26500,H
3520,15524,6792,-371,-6,-105,230,244,234,195,181,26438,H
3440,15652,7020,-446,-24,-170,230,244,234,195,181,26556,H
3544,15608,6708,-309,194,-210,230,244,234,195,181,26619,H
3548,15528,7060,-387,-15,-131,230,244,234,195,181,26687,H
3512,15608,7032,-371,95,-138,230,244,234,195,181,26822,H
3524,15608,7112,-379,-138,-93,230,244,234,195,181,26718,H
3548,15752,6820,-279,19,-88,230,244,234,195,181,26856,H
3464,15620,6988,-322,-2,-100,230,244,234,195,181,26732,H
3532,15636,7308,-254,26,-69,230,244,234,195,181,27263,H
3784,15536,7000,-330,-242,-61,230,244,234,195,181,26771,H
3692,15584,6920,-390,54,-126,230,244,234,195,181,26818,H
3504,15624,6888,-344,185,-39,230,244,234,195,181,26902,H
3552,15632,7032,-414,11,-83,230,244,234,195,181,26814,H
3636,15548,6916,-371,-42,-114,230,244,234,195,181,26657,H
3552,15548,6876,-373,102,-118,230,244,234,195,181,26671,H
3572,15532,7264,-386,-31,-156,230,244,234,195,181,26879,H
3472,15428,7140,-232,160,-116,230,244,234,195,181,26936,H
3620,15488,6780,-302,52,-112,230,244,234,195,181,26610,H
3388,15652,7156,-315,255,-98,230,244,234,195,181,27122,H
3580,15568,6884,-299,-28,-183,230,244,234,195,181,26606,H
3556,15492,7068,-407,-50,-134,230,244,234,195,181,26609,H
3684,15644,6940,-364,-43,-130,230,244,234,195,181,26815,H
3624,15764,7000,-324,-98,-187,230,244,234,194,181,26862,H
3676,15436,6984,-314,47,-289,230,244,234,194,181,26623,H
3480,15764,6736,-271,-59,-284,230,244,234,194,181,26449,H
3448,15496,7088,-341,143,-96,230,244,234,194,181,26821,H
3536,15736,7140,-358,22,-114,230,244,234,194,181,27045,H
3504,15696,6960,-415,-68,48,230,244,234,193,181,26807,H
3700,15220,7096,-466,-44,-209,230,244,234,193,181,26379,H
3496,15752,6980,-360,-103,-112,230,244,234,193,181,26735,H
3600,15524,6856,-370,127,-154,230,244,234,193,181,26665,H
3612,15836,6664,-353,-25,-30,230,244,234,193,181,26786,H
3532,15556,7084,-378,1,-139,230,244,234,193,181,26738,H
3624,15472,6924,-335,165,-91,230,244,234,193,181,26841,H
3540,15636,6940,-414,-66,-88,230,244,234,193,181,26630,H
3664,15536,6852,-309,38,-142,230,244,234,193,181,26721,H
3764,15560,7040,-465,-102,-162,230,244,234,193,181,26717,H
3652,15572,6960,-380,-102,-40,230,244,234,193,181,26744,H
3588,15588,6936,-392,-14,-110,230,244,234,193,181,26678,H
3692,15556,6948,-460,-88,-102,230,244,234,193,181,26628,H
3580,15500,6976,-432,26,-108,230,244,234,194,181,26625,H
3812,15532,6980,-429,-43,-92,230,244,234,193,181,26842,H
3536,15528,6968,-371,-37,-95,230,244,234,193,181,26611,H
3644,15636,7104,-325,-81,-107,230,244,234,193,181,26953,H
3432,15796,6728,-344,42,-76,230,244,234,194,181,26661,H
3568,15508,7036,-349,87,-61,230,244,234,194,181,26872,H
3536,15568,6964,-346,28,-126,230,244,234,194,181,26707,H
3612,15532,6660,-279,156,-8,230,244,234,194,181,26756,H
3540,15508,6928,-343,66,-118,230,244,234,194,181,26664,H
3512,15516,7120,-297,25,-84,230,244,234,194,181,26875,H
3600,15628,6988,-325,146,-143,230,244,234,194,181,26977,H
3416,15632,6672,-392,40,-157,230,244,234,194,181,26294,H
3672,15456,7140,-350,114,-128,230,244,234,194,181,26987,H
3440,15576,7000,-364,-46,-224,230,244,234,194,181,26465,H
3688,15536,6992,-338,179,-64,230,244,234,194,181,27076,H
3412,15536,7120,-347,255,-194,230,244,234,194,181,26865,H
3528,15496,6772,-404,-267,-147,231,244,234,194,181,26062,H
3440,15588,7056,-359,15,-152,230,244,234,194,181,26671,H
3432,15608,6912,-312,89,-58,230,244,234,194,181,26754,H
3464,15556,7168,-335,42,-70,230,244,234,194,181,26908,H
3496,15444,7084,-419,13,-27,231,244,234,194,181,26675,H
3832,15536,7156,-271,34,-13,231,244,234,194,181,27358,H
3516,15624,7148,-349,45,-87,231,244,234,194,181,26981,H
3612,15464,7104,-357,104,-137,231,244,234,194,181,26874,H
3452,15576,7000,-366,11,-203,231,244,234,194,181,26554,H
3516,15536,6972,-372,-18,-125,231,244,234,194,181,26593,H
3412,15460,7248,-362,144,-110,231,244,234,194,181,26876,H
3608,15624,7004,-392,26,-189,231,244,234,194,181,26765,H
3516,15508,6852,-418,-37,-101,231,244,234,194,181,26404,H
3556,15456,7000,-397,-55,-138,231,244,234,194,181,26506,H
3476,15480,7312,-296,-19,-241,231,244,234,194,181,26796,H
3560,15636,7044,-361,-87,-173,231,244,234,194,181,26703,H
3440,15668,6876,-384,-57,-94,231,244,234,194,181,26533,H
3532,15492,7152,-376,-33,-104,231,244,234,194,181,26747,H
3640,15436,6996,-357,66,-114,231,244,234,194,181,26751,H
3628,15484,7156,-368,63,-125,231,244,234,194,181,26922,H
3564,15556,7068,-359,-248,-168,231,244,234,194,181,26497,H
3528,15528,6984,-357,6,-189,231,244,234,194,181,26584,H
3644,15484,7064,-122,9,6,231,244,234,194,181,27169,H
3564,15548,6968,-368,-31,-122,231,244,234,194,181,26643,H
3524,15488,6992,-322,62,-110,231,244,234,194,181,26718,H
3676,15432,6668,-392,34,-159,231,244,234,194,181,26343,H
3576,15520,7032,-336,10,-195,231,244,234,194,181,26691,H
3636,15840,7000,-424,-172,-179,231,244,234,194,181,26785,H
3672,15620,7068,-316,113,-131,231,244,234,194,181,27110,H
3480,15532,7004,-386,-79,-113,231,244,234,194,181,26522,H
3596,15656,7044,-328,22,-103,231,244,234,194,181,26971,H
3480,15800,7408,-378,-29,-49,231,244,234,194,181,27316,H
3588,15504,7132,-513,-125,-119,231,244,234,194,181,26551,H
3328,15580,6996,-377,252,-80,231,244,234,194,181,26783,H
3556,15500,6984,-285,72,-105,231,244,234,194,181,26806,H
3612,15464,6680,-318,86,-109,231,244,234,194,181,26499,H
3424,15612,6996,-281,160,-98,231,244,234,195,181,26898,H
3828,15444,7000,-295,-39,-186,231,244,234,195,181,26837,H
3612,15636,7200,-258,48,-116,231,244,234,194,181,27206,H
3676,15452,7120,-308,26,-135,231,244,234,194,181,26915,H
3684,15468,6928,-349,75,-104,231,244,234,194,181,26786,H
3560,15364,7136,-369,-45,-151,231,244,234,194,181,26579,H
3708,15524,7128,-382,-12,-94,231,244,234,195,181,26957,H
3692,15552,6748,-459,-21,-98,231,244,234,194,181,26498,H
3644,15136,7084,-374,-29,-160,231,244,234,194,181,26385,H
3652,15108,7080,-312,74,-98,231,244,234,194,181,26588,H
3728,15592,7124,-321,-27,-129,231,244,234,195,181,27052,H
3832,15640,6976,-324,74,-87,231,244,234,194,181,27195,H
3596,15364,6976,-304,-13,-199,231,244,234,194,181,26504,H
3748,15404,7000,-333,18,-1,231,244,234,194,181,26920,H
3348,15560,6672,-195,245,-312,231,244,234,195,181,26403,H
3596,15364,6860,-309,79,67,231,244,234,199,181,26746,H
3668,15680,6436,-293,16,-169,231,244,234,195,181,26423,H
3620,15696,6960,-210,52,-174,231,244,234,196,181,27030,H
3844,15528,6672,-310,146,-90,231,244,234,196,181,26876,H
3728,15692,6768,-375,-23,-245,231,244,234,196,181,26631,H
3592,15640,6756,-319,18,-146,231,244,234,196,181,26627,H
3716,15516,6744,-333,-63,-137,231,244,234,196,181,26529,H
3732,15556,6560,-304,159,-176,231,244,234,196,181,26613,H
3688,15616,6816,-357,63,-96,231,244,234,196,181,26816,H
3656,15744,6408,-336,10,-128,231,244,234,196,181,26440,H
3600,15592,6784,-320,89,-45,231,244,234,196,181,26786,H
3744,15540,6752,-397,233,-91,231,244,234,196,181,26867,H
3800,15672,6852,-383,-106,-78,231,244,234,196,181,26843,H
3628,15608,6664,-385,-53,-114,231,244,234,196,181,26434,H
3652,15720,6956,-340,2,-82,231,244,234,196,181,26994,H
3748,15568,6972,-274,187,-183,231,244,234,196,181,27104,H
3564,15464,6880,-309,57,-65,231,244,234,196,181,26677,H
3836,15556,6852,-424,-13,-134,231,244,234,197,181,26760,H
3628,15628,7116,-394,-109,-121,231,244,234,197,181,26835,H
3584,15572,6928,-364,13,-117,231,244,234,197,181,26703,H
3720,15464,6980,-223,127,-37,231,244,234,197,181,27118,H
3748,15620,6840,-379,24,-6,231,244,234,197,181,26934,H
3796,15456,7164,-293,109,-85,231,244,234,197,181,27234,H
3764,15520,6980,-399,65,-81,231,244,234,197,181,26936,H
3664,15708,6784,-340,50,-108,231,244,234,197,181,26845,H
3824,15468,6900,-370,109,-62,231,244,234,197,181,26956,H
3628,15580,6984,-413,-39,-185,231,244,234,197,181,26642,H
3796,15456,6968,-327,28,-42,231,244,234,197,181,26966,H
3960,15460,6912,-372,53,-220,231,244,234,197,181,26880,H
3740,15480,6856,-331,13,-103,231,244,234,197,181,26742,H
3700,15532,6712,-332,124,4,231,244,234,197,181,26827,H
4076,15584,6916,-376,76,-175,231,244,234,197,181,27188,H
3720,15384,7036,-338,-22,-186,231,244,234,197,181,26681,H
3864,15412,7164,-406,-35,-87,231,244,234,197,181,26999,H
3548,15556,7172,-303,95,-56,231,244,234,197,181,27099,H
3796,15460,7172,-380,-19,-112,231,244,234,197,181,27004,H
3712,15620,7072,-304,39,22,231,244,234,195,181,27246,H
3748,15396,7288,-362,32,-129,231,244,234,195,181,27058,H
3704,15424,7304,-286,104,-2,231,244,234,195,181,27333,H
3820,15360,6964,-322,86,-113,231,244,234,195,181,26880,H
3748,15520,7224,-381,-14,-65,231,244,234,195,181,27117,H
3668,15376,7412,-369,83,-195,231,244,234,195,181,27060,H
3904,15508,7120,-353,21,-65,231,244,234,195,181,27220,H
3600,15396,6936,-347,115,-181,231,244,234,195,181,26604,H
3684,15584,7140,-304,40,-46,231,244,234,195,181,27183,H
3880,15496,7208,-409,-228,-102,231,244,234,195,181,26930,H
3908,15336,7272,-278,36,-288,231,244,234,195,181,27071,H
3924,15416,7076,-355,-67,-79,231,244,234,195,181,27000,H
4016,15540,7064,-470,28,-138,231,244,234,195,181,27125,H
3756,15488,7172,-332,-65,-39,231,244,234,195,181,27065,H
3912,15440,7320,-276,135,-190,231,244,234,195,181,27426,H
3616,15428,7288,-356,-97,-35,231,244,234,195,181,26929,H
3724,15392,7424,-344,-105,-123,231,244,234,195,181,27053,H
4024,15412,7356,-383,79,-184,231,244,234,195,181,27389,H
3896,15460,7288,-373,-15,-29,231,244,234,196,181,27313,H
3880,15420,7380,-402,-16,-107,231,244,234,196,181,27241,H
3836,15516,7008,-393,-90,-154,231,244,234,196,181,26809,H
3860,15744,7108,-1252,-51,-1217,231,244,234,195,181,25277,H
3740,15260,7444,-183,179,130,231,244,234,195,181,27655,H
3624,15348,7460,-337,-42,63,231,244,234,195,181,27201,H
3856,15260,7296,-360,6,-76,230,244,234,195,181,27066,H
3920,15276,7408,-373,33,-119,230,244,234,195,181,27229,H
3932,15364,7432,-279,128,-164,231,244,234,196,181,27499,H
3812,15512,7424,-220,170,-121,231,244,234,196,181,27663,H
3844,15104,7472,-349,88,-345,231,244,234,196,181,26900,H
3836,15356,7216,-308,125,-130,231,244,234,196,181,27181,H
3876,15364,7200,-321,118,-84,231,244,234,196,181,27239,H
4212,15200,7280,-309,123,-35,231,244,234,196,181,27557,H
3936,15256,7464,-288,202,-66,231,244,234,196,181,27590,H
3956,15312,7244,-336,265,-131,231,244,234,196,181,27396,H
3620,15288,7428,-370,-129,-88,231,244,234,196,181,26835,H
3684,15232,7596,-491,-301,-389,231,244,234,196,181,26417,H
3792,15336,7568,-291,159,-30,231,244,234,196,181,27620,H
3728,15328,7300,-375,49,-236,231,244,234,196,181,26880,H
3772,15300,7484,-475,14,-162,230,244,234,195,181,27017,H
3760,15260,7408,-614,81,-391,230,244,234,194,181,26587,H
3588,15368,7516,-288,-255,-102,228,244,234,191,181,26905,H
3716,15272,7508,-287,82,-163,229,244,234,192,181,27208,H
3728,15372,7548,-360,88,-100,229,244,234,192,181,27356,H
4012,15280,7828,-335,194,-139,229,244,234,192,181,27920,H
3792,15220,7396,-314,67,-137,229,243,234,192,181,27103,H
3596,15484,7480,-294,-29,-214,229,244,234,192,181,27103,H
4216,15796,6452,-145,121,197,229,244,234,193,181,27718,H
3496,15356,8364,-1283,-518,-401,229,244,234,191,181,26093,H
3684,14928,7728,-106,7,-266,230,244,234,190,181,27054,H
3440,15540,7812,106,-95,-146,229,244,234,191,181,27736,H
3348,15392,7560,-135,110,26,229,244,234,191,181,27380,H
3588,15436,7256,-328,45,-156,229,244,234,190,181,26919,H
3552,15120,7644,-300,35,-219,229,244,234,190,181,26910,H
3720,15448,7508,-539,37,-111,229,244,234,190,181,27141,H
3624,15236,7780,-405,-55,-166,229,244,234,190,181,27092,H
3520,15440,7880,-412,-23,-131,229,244,234,190,181,27352,H
3612,15436,7604,-385,81,-250,229,244,234,190,181,27176,H
3756,15604,7552,-314,61,-72,229,244,234,192,181,27667,H
3440,15520,7272,-512,313,-35,229,244,234,192,181,27078,H
3456,15480,7856,-359,-83,-201,229,244,234,192,181,27229,H
3440,15552,7428,-361,106,-136,229,244,234,192,181,27109,H
3424,15140,7748,-370,23,-117,229,244,234,192,181,26928,H
3440,15472,7568,-297,46,-148,229,244,234,192,181,27161,H
3492,15232,7436,-390,75,-41,229,244,234,192,181,26884,H
3384,15592,7792,-386,-30,-78,229,244,234,192,181,27354,H
3380,15364,7352,-205,219,-529,229,244,234,192,181,26661,H
3324,15476,7376,-315,103,-84,229,244,234,191,181,26959,H
3432,15360,7360,-336,97,-179,229,244,234,191,181,26813,H
3224,15468,7528,-438,-116,-122,229,244,234,191,181,26623,H
3180,15268,7624,-480,-95,-259,229,244,234,191,181,26317,H
3580,15524,7360,-241,235,-88,229,244,234,191,181,27449,H
3352,15452,7296,-401,-137,-79,229,244,234,191,181,26562,H
3436,15352,7632,-507,126,-142,229,244,234,191,181,26976,H
3328,15364,7508,-226,13,-35,229,244,234,191,181,27031,H
3560,15284,7532,-402,15,-95,229,244,234,191,181,26973,H
3456,15392,7468,-346,8,-126,229,244,234,191,181,26931,H
3448,15308,7328,-312,-35,-128,229,244,234,191,181,26688,H
3472,15304,7312,-479,-80,-427,229,244,234,191,181,26181,H
3396,15336,7648,-440,-85,-157,229,244,234,191,181,26777,H
3112,15400,7720,-306,213,-36,229,244,234,191,181,27182,H
3308,15444,7776,-385,107,-106,229,244,234,191,181,27223,H
3332,15272,7488,-340,276,-190,229,244,234,191,181,26917,H
3292,15484,7768,-309,-43,-104,229,244,234,191,181,27167,H
3412,15436,7584,-498,-231,-130,229,244,234,191,181,26652,H
3236,15600,7556,-430,-129,-140,229,244,234,191,181,26772,H
3252,15380,7764,-446,-47,-176,229,244,234,191,181,26806,H
3272,15360,7708,-285,113,-80,229,244,234,191,181,27167,H
3332,15336,7892,-381,-19,-88,229,244,234,192,181,27152,H
3540,15348,7800,-327,18,-124,229,244,234,192,181,27335,H
3140,15244,7708,-382,51,36,229,244,234,192,181,26877,H
3332,15448,7472,-248,114,-125,229,244,234,192,181,27073,H
3172,15348,7944,-320,12,-120,229,244,234,192,181,27116,H
3300,15128,7608,-325,79,-63,229,244,234,192,181,26807,H
3324,15324,7728,-284,200,-91,229,244,234,192,181,27281,H
12932,1532,13380,-821,-435,32,231,184,149,203,181,27568,I
13372,1216,12592,55,-493,-234,231,186,151,204,181,27461,I
13628,1072,12776,-500,85,-106,231,186,151,204,181,27908,I
13408,876,12292,-330,4,-164,230,185,151,204,181,27037,I
13696,1316,12736,-269,-201,-376,230,185,151,204,181,27853,I
13408,1120,12592,-489,76,-133,230,186,151,204,181,27526,I
13528,1076,12524,-646,26,-182,231,186,151,204,181,27279,I
13760,852,12648,-107,225,155,231,186,152,204,181,28487,I
13628,1172,12672,-277,-133,-165,230,186,151,204,181,27849,I
13804,844,12436,-377,152,-43,230,185,151,203,181,27766,I
13716,1128,12388,-420,132,-116,230,185,151,204,181,27779,I
13600,960,12532,-476,-110,-165,230,185,151,204,181,27292,I
13644,1420,12136,-645,116,-185,230,186,151,204,181,27438,I
13652,1140,12308,-261,121,-13,230,186,151,204,181,27899,I
13624,972,12464,-224,-12,-101,230,186,151,204,181,27675,I
13656,1016,12604,-348,-53,-98,230,185,151,204,181,27728,I
13796,1356,13552,-14,-499,-396,230,186,151,203,181,28746,I
13368,1776,12224,-70,-28,-230,230,186,151,203,181,27991,I
13700,1320,12084,194,-428,510,230,186,151,203,181,28331,I
13540,1364,12100,-411,117,-342,230,186,151,204,181,27320,I
14384,724,13172,-240,-29,189,230,186,151,204,181,29152,I
13712,1316,12540,63,160,-230,230,186,152,204,181,28514,I
13356,1164,12316,-466,-481,123,230,186,152,204,181,26965,I
13580,852,12012,-182,139,-169,230,184,151,204,181,27182,I
13760,1448,12368,-659,441,-226,229,184,151,204,181,28081,I
13640,1372,12372,-51,-53,57,229,185,151,204,181,28287,I
14028,1488,12372,-242,-82,-16,229,185,151,204,181,28498,I
13724,1248,12792,-365,378,-204,229,185,151,204,181,28523,I
13804,1300,12320,-415,-90,-83,229,185,152,204,181,27787,I
13840,1272,12428,-690,181,-171,229,185,152,204,181,27811,I
14004,992,12224,-251,-375,45,230,185,152,204,181,27591,I
13768,1040,12300,-442,153,-74,230,185,152,204,181,27697,I
13808,1112,12220,-342,398,-252,230,186,152,205,181,27898,I
13720,1048,12128,-525,-195,-11,230,185,152,204,181,27117,I
13488,1064,13132,-1312,429,-697,229,185,151,204,181,27054,I
13356,1000,12848,-581,550,-40,229,184,151,204,181,28082,I
13336,968,12816,-275,-19,-210,229,184,151,204,181,27565,I
12896,1012,13328,-356,-28,-149,229,184,151,204,181,27652,I
13268,968,12688,-257,3,-113,229,185,151,204,181,27507,I
13388,1192,13032,-470,188,-345,229,184,151,204,181,27934,I
13228,952,12928,-373,-34,-80,229,184,151,204,181,27570,I
13152,1308,13256,-530,70,-246,229,184,151,204,181,27959,I
13344,1136,13008,-300,190,-268,229,184,151,204,181,28059,I
13272,1340,13332,-530,40,-242,229,184,151,204,181,28161,I
13336,1020,12972,-282,134,-179,229,185,152,204,181,27952,I
13356,1096,12992,-500,-100,-77,229,185,151,204,181,27717,I
13336,1108,12736,-223,-88,-144,229,185,151,204,181,27675,I
13528,1392,13220,-304,189,-161,229,185,151,204,181,28814,I
13400,1284,12508,-423,-175,-45,229,185,151,204,181,27499,I
13380,1216,12812,-347,-362,-100,229,185,151,204,181,27549,I
13280,1712,12748,-366,220,-143,229,185,151,204,181,28401,I
13440,1476,12640,-158,-198,61,229,185,151,204,181,28211,I
13444,1512,12768,-411,382,-46,229,185,151,204,181,28599,I
13692,1120,12544,-210,-205,-179,229,185,151,204,181,27712,I
13232,1440,12732,-460,-202,-162,229,185,151,204,182,27531,I
13688,1232,12492,-373,-63,-208,229,185,152,204,181,27719,I
13488,1624,12696,-376,-46,-102,229,185,151,204,181,28234,I
13652,1468,12384,-403,5,-109,229,185,151,204,181,27947,I
14048,1156,12424,-301,15,-196,229,185,151,204,181,28096,I
13704,1440,12196,-230,511,-112,229,185,152,204,181,28460,I
13716,1548,12320,-447,-214,-294,229,185,151,204,181,27579,I
13800,1648,12216,-5,-288,-259,229,185,152,204,181,28063,I
13836,1340,12200,-340,33,-144,229,185,152,205,181,27877,I
13768,1804,12152,-358,-415,-145,229,185,152,205,181,27758,I
13772,1772,12284,-409,95,-167,229,185,151,204,181,28297,I
13788,1648,12184,-400,-49,-149,229,185,152,204,181,27973,I
13832,1580,12164,-357,-157,-45,229,186,152,204,181,27969,I
13864,1408,12148,-181,154,-109,229,186,152,204,181,28236,I
13812,1380,12480,-373,-57,-64,229,185,152,204,181,28129,I
13752,1688,12236,-279,45,3,229,185,152,204,181,28396,I
13648,1500,12388,-388,65,-158,229,185,152,204,181,28006,I
13800,1784,12792,-401,-132,-123,229,185,152,205,181,28672,I
13700,1580,12316,-256,86,-271,229,186,152,205,181,28108,I
13784,1920,12476,-570,130,-193,230,186,152,205,181,28501,I
13904,1664,12372,-343,14,-79,230,186,152,205,181,28486,I
13844,1368,11992,-580,-57,-226,230,186,152,205,181,27295,I
13816,1864,12176,-494,-149,-199,230,186,152,205,181,27968,I
13768,1456,12160,-641,-48,-262,230,186,152,205,181,27387,I
13828,1636,12492,-452,1,-29,230,186,152,205,181,28430,I
13716,1564,12340,-382,149,-2,230,186,152,205,181,28339,I
13880,1552,12124,-196,-66,-40,230,186,152,205,181,28208,I
13752,1688,12492,-422,-37,-238,230,186,152,205,181,28189,I
13972,1676,12196,-393,-40,-169,230,186,152,205,181,28196,I
13948,1416,12100,-305,178,-112,230,186,152,205,181,28179,I
13968,1952,12388,-480,193,-117,230,186,152,205,181,28858,I
13788,1316,12088,-414,14,-100,230,186,152,205,181,27646,I
13800,1468,12192,-316,-144,-125,230,186,152,205,181,27829,I
13776,1636,11944,-351,270,-61,230,186,152,205,181,28168,I
13912,1600,12156,-298,90,-54,230,187,152,205,181,28361,I
13648,1544,12404,-386,220,-165,230,186,152,205,181,28219,I
13588,1684,12340,-361,254,-87,230,186,152,205,181,28372,I
13936,1716,12004,-407,-94,-146,230,187,152,205,181,27964,I
13832,1728,11648,-395,-308,-46,230,187,152,205,181,27414,I
14012,1540,12132,-404,79,-29,230,187,152,205,181,28285,I
13580,1956,12028,-425,-320,-240,230,187,152,205,181,27534,I
